ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,טכנולוגיית שידור
3339,פלאפון,930154,קרני שומרון,קרני שומרון,קרני שומרון,מעלה שומרון,206952,675094,תורן קרקעי,12/06/2023,02/08/2023,01/04/2025,יש היתר,5.9,1.6,כניסה לבית קרוב,דור 3 4
5463,פלאפון,650405,אום אל פחם,שכונת עין איברהים  בית הבד המודרני,אום אל פחם,אום אל פחם,214222,715682,תורן קרקעי,11/09/2023,04/06/2024,01/04/2025,יש היתר,15.4,4.1,בית קרוב מרפסת עליונה,דור 3 4 5
7759,פלאפון,110028,עינב,ישוב עינב,שומרון,שטח ללא שיפוט,211842,687771,אנטנה משתפלת,18/06/2024,03/04/2025,01/04/2025,יש היתר,57.1,7.879,במבנה מגורים - קומה 1,דור 3 4 5
3266,פלאפון,620244,עמק הירדן,קיבוץ מסדה (ליד צומת צמח),עמק הירדן,עמק הירדן,256407,731966,תורן קרקעי,07/06/2020,06/05/2025,01/04/2025,יש היתר,4.9,0.931,במבנה דו קומתי - קומה 1,דור 3 4 5
4061,פלאפון,210074,ירושלים,דרך רופין,ירושלים,ירושלים,219812,631421,תורן קרקעי,16/12/2024,07/05/2025,01/04/2025,יש היתר,1.0,0.272,קרקע,דור 3 4 5
3786,פלאפון,930388,כפר סבא,בסמוך לתחנת רכבת נורדאו,כפר סבא,הוד השרון,192436,674932,תורן קרקעי,29/06/2020,07/05/2025,01/04/2025,יש היתר,7.0,1.306,בתחנת רכבת נורדאו - רציף נוסעים,דור 3 4 5
6265,פלאפון,660261,מסילות,קיבוץ  ניר עציון,בקעת בית שאן,ניר דוד,243525,712474,תורן קרקעי,05/06/2025,08/04/2025,01/04/2025,יש היתר,.3,0.092,מסגריה,דור 3 4 5
3338,פלאפון,930153,דרום השרון,מטע אבוקדו סמוך לצומת נווה ימין,דרום השרון,דרום השרון,196225,675906,תורן קרקעי,15/03/2023,14/06/2023,01/04/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4 5
5444,פלאפון,650267,אום אל פחם,שכ` אל אקוואס  אום אל פאחם,אום אל פחם,מנשה,215448,712617,תורן על הגג,05/06/2024,14/07/2022,01/04/2025,יש היתר,12.8,3.4,מרפסת גג בית קרוב,דור 3 4
7952,פלאפון,920468,צור משה,שדה חקלאי דרומי בצור משה,לב השרון,צורן קדימה,191723,688885,תורן קרקעי,17/03/2022,14/09/2022,01/04/2025,יש היתר,3.2,0.931,שטח פתוח,דור 3 4 5
8145,פלאפון,120444,שומרון,חוות גלעד,שומרון,שטח ללא שיפוט,217743,678014,תורן קרקעי,13/05/2024,16/06/2024,01/04/2025,יש היתר,.0,0,אין איזורים מאוכלסים ברציפות,דור 3 4 5
3270,פלאפון,620307,רמות השבים,קיבוץ רמות ליד הלולים,גולן,גולן,262998,749333,תורן קרקעי,19/12/2022,17/08/2023,01/04/2025,יש היתר,6.3,1.376,בלול  - קרקע במרחק 92 מטר ובכיוון °340.,דור 3 4 5
5113,פלאפון,816054,באר יעקב,בית חולים אסף הרופא בניין שמיר צמוד למיון,באר יעקב,באר יעקב,184967,652653,תורן על הגג,12/12/2024,20/05/2025,01/04/2025,יש היתר,.8,0.22,קומה מתחת לאנטנה,דור 4 5
4280,פלאפון,935742,אלפי מנשה,אלפי מנשה בית עלמין,אלפי מנשה,אלפי מנשה,200322,675645,תורן קרקעי,13/02/2023,21/06/2023,01/04/2025,יש היתר,.0,0,אין אזורים מאוכלסים ברציפות,דור 3 4 5
3712,פלאפון,624476,טבריה,רקפת 27,טבריה,טבריה,248933,743363,מתקן גישה אלחוטי,16/04/2015,22/08/2022,01/04/2025,יש היתר,48.6,7.992,בתוך המבנה - קומה עליונה במרחק 2 מטר ובכיוון °330.,דור 3 4
4515,פלאפון,210264,אבן ספיר,מושב אבן ספיר,מטה יהודה,אבן ספיר,212326,629677,תורן קרקעי,25/07/2023,24/07/2024,01/04/2025,יש היתר,1.1,0.303,במחסנים  בצד האנטנות,דור 3 4 5
212,PHI (משרת את הוט ופרטנר),MN3781D,אייל,קיבוץ אייל,מ.א דרום השרון,דרום השרון,198372,679325,תורן קרקעי,22/10/2014,25/06/2023,01/04/2025,יש היתר,4.2,0.78,מבנה,דור  2 3 4
2156,PHI (משרת את הוט ופרטנר),NN1896A,כרמיאל,רהיטי זילבר,עירית כרמיאל,כרמיאל,228871,758575,מתקן גישה אלחוטי,05/06/2016,25/08/2021,01/04/2025,יש היתר,16.3,2.1,בהחרושת 12 - שירות התעסוקה במרחק 40 מטר,דור  2 3 4
7142,פלאפון,910474,מעין צבי,מעין צבי בשטח פתוח,חוף הכרמל,חוף הכרמל,194350,718675,תורן קרקעי,05/12/2022,26/07/2023,01/04/2025,יש היתר,85.9,24.555,שטח פתוח,דור 3 4 5
8392,סלקום,1219,קרני שומרון,מעלה שומרון,קרני שומרון,מעלה שומרון,206954,675097,תורן קרקעי,22/08/2021,27/08/2023,01/04/2025,יש היתר,4.6,0.67,במבנה חד קומתי קרקע,דור 2 3 4
7021,פלאפון,430436,עתלית,כביש 2   כביש החוף,חוף הכרמל,עתלית,195550,732533,תורן קרקעי,02/06/2021,06/12/2021,01/06/2025,יש היתר,2.8,0.488,בחממה במרחק 60 מטר ובכיוון °170.,דור 3 4
3678,פלאפון,350117,פתח תקווה,גליס פינת הרכבת,פתח תקווה,פתח תקווה,189514,668372,תורן על הגג,09/01/2023,07/09/2023,01/06/2025,יש היתר,64.2,7.973,"התבור 5- מבנה תעשייה ""ביצי כפר בע""מ"" קומה 5",דור 3 4 5
7153,פלאפון,910689,אור עקיבא,דרומית לצומת אור עקיבא  סמוך לכביש 4,אור עקיבא,קיסריה,193816,711875,תורן קרקעי,02/07/2025,07/09/2023,01/06/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
1505,PHI (משרת את הוט ופרטנר),SO5249D,קרית גת,קרית גת אזור תעשייה,עירית קרית גת,קרית גת,179567,611466,תורן על הגג,17/12/2023,01/08/2024,01/06/2025,יש היתר,18.5,2.58,מבנה תעשייה ומשרדים ויקוניק במרחק 86 מטר,דור  3 4 5
4582,פלאפון,354275,ראש העין,סקייט פארק ברחוב קיבוץ גלויות,ראש העין,ראש העין,197258,666543,תורן קרקעי,18/07/2024,07/08/2024,01/06/2025,יש היתר,31.6,4.198,במבנה רחוב העלייה 4 קומה 3 במרחק 111 מטר ובכיוון °80.,דור 3 4 5
7822,פלאפון,550418,ראש העין,תחנת שאיבה פסגות אפק,ראש העין,ראש העין,197500,665011,תורן קרקעי,18/07/2024,07/08/2024,01/06/2025,יש היתר,3.0,0.462,במבנה חד קומתי קרקע במרחק 15 מטר ובכיוון °20.,דור 3 4 5
8253,פלאפון,610301,יסוד המעלה,יסוד המעלה,יסוד המעלה,יסוד המעלה,253902,772492,תורן קרקעי,20/07/2020,05/06/2025,01/06/2025,יש היתר,.7,0.194,מבנה חד קומתי,דור 3 4 5
772,PHI (משרת את הוט ופרטנר),NC0628C,רמות מנשה,כביש 6 בין רמות מנשה לגבעת נילי,מ.א מגידו,רמות מנשה,205216,722141,תורן קרקעי,27/01/2025,08/06/2025,01/06/2025,יש היתר,2.7,0.62,מפלס קרקע / מגרש כדורגל במרחק 5 מטר,דור  2 3 4
271,PHI (משרת את הוט ופרטנר),WE0252D,פתח-תקווה,מחלף קרית אריה רח` מרטין גהל,עירית בני ברק,בני ברק,185746,667498,תורן קרקעי,20/04/2025,09/06/2025,01/06/2025,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר,דור  3 4 5
2573,PHI (משרת את הוט ופרטנר),TC0147I,תל אביב,בניין בקרית עתידים קומה 7א` ו-7ב,עירית תל אביב,תל אביב יפו,185316,669096,אנטנת עוקץ,21/05/2025,09/06/2025,01/06/2025,יש היתר,67.7,7.98,רח` 2184- מגדל עתידים 4 -קומה 5 במרחק 32 מטר,דור  3 4 5
7133,פלאפון,910335,קיסריה,סמוך לכביש 2,אור עקיבא,קיסריה,192025,710140,תורן קרקעי,06/12/2021,15/11/2022,01/06/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
6963,פלאפון,320935,תל אביב,רחוב  הברזל,תל אביב יפו,תל אביב יפו,185761,668726,תורן קרקעי,22/02/2022,15/11/2022,01/06/2025,יש היתר,.0,0,לא קיימים אזורים מאוכלסים ברציפות,דור 3 4
2726,PHI (משרת את הוט ופרטנר),NS0828B,צור משה,צור משה מזרח תורן עונים בירוק,מ.א לב השרון,לב השרון,193321,689730,תורן קרקעי,29/03/2022,15/11/2022,01/06/2025,יש היתר,1.1,0.26,במחסן חד קומתי במרחק 47 מטר,דור  2 3 4
1677,PHI (משרת את הוט ופרטנר),SO5323E,קרית מלאכי,מתקן ביוב ליד בית העלמין קרית מלאכי,מ.מקומית קרית מלאכי,קרית מלאכי,176047,627553,תורן קרקעי,02/10/2019,21/07/2024,01/06/2025,יש היתר,7.1,1.21,"רמה זו צפויה במפעל ""אטרה"" במרחק 41.7 מטר",דור  2 3 4
1288,PHI (משרת את הוט ופרטנר),SO5084A,רהט,איזור תעשיה על תורן מירס,עירית רהט,רהט,178722,589518,תורן על הגג,10/09/2020,23/06/2025,01/06/2025,יש היתר,25.6,3.66,במבנה מאפייה במרחק 92.6 מטר,דור  2 3 4 5
1295,PHI (משרת את הוט ופרטנר),SO5098A,עוזה,עוזה,מ.א שפיר,שפיר,176715,611693,תורן קרקעי,16/03/2020,23/06/2025,01/06/2025,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4
1857,PHI (משרת את הוט ופרטנר),SO5445D,איבים,איבים,מ.א שער הנגב,שער הנגב,162973,604630,תורן קרקעי,05/12/2013,29/09/2022,01/06/2025,יש היתר,.1,0.02,מבנה,דור  2 3 4
2985,סלקום,1366,מצליח,מושב מצליח  בבית הקברות,גזר,גזר,189508,646158,תורן קרקעי,11/02/2021,02/06/2021,01/07/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
2866,PHI (משרת את הוט ופרטנר),NS3205B,טירה,כניסה מזרחית תורן הוט,עירית טירה,טירה,197474,682289,תורן קרקעי,19/08/2021,06/12/2021,01/07/2025,יש היתר,2.9,0.61,בקומה מתחת במרחק 4 מטר,דור  2 3 4 5
7630,סלקום,4076,ירושלים,רח` רבינוביץ 33,ירושלים,ירושלים,216652,629894,תורן על הגג,16/02/2021,08/11/2021,01/07/2025,יש היתר,54.4,7.945,במבנה רחוב בורוכוב 74 קומה 2,דור 2 3 4 5
7204,סלקום,972,תל אביב -יפו,רח` ברודצקי 36 תל אביב,תל אביב -יפו,תל אביב יפו,181215,668338,אנטנת עוקץ,10/01/2022,04/12/2023,01/07/2025,יש היתר,61.7,7.877,בבניין מגורים רחוב פטאי יוסף 14,דור 2 3 4 5
5982,סלקום,697,תל אביב -יפו,יהודה המכבי 79 תל אביב,תל אביב -יפו,תל אביב יפו,180581,666839,אנטנת עוקץ,10/11/2022,04/12/2023,01/07/2025,יש היתר,67.1,7.666,במבנה רחוב יהודה המכבי 71,דור 3 4 5
4403,סלקום,5205,נס ציונה,"רח` תרמ""ג פינת שד` העמק",נס ציונה,נס ציונה,180577,646916,תורן קרקעי,07/06/2022,07/05/2023,01/07/2025,יש היתר,47.7,6.139,במבנה הוסטל נווה רבקה ק. קרקע,דור 2 3 4 5
1970,PHI (משרת את הוט ופרטנר),NN0636B,אודם,צומת סכך,מ.א גולן,גולן,270465,789548,תורן קרקעי,15/07/2018,07/09/2023,01/07/2025,יש היתר,.0,0,אין איזור מאוכלס ברציפות,דור  3 4
4510,פלאפון,210231,ירושלים,כיכר ספרא בנין העירייה,ירושלים,ירושלים,221351,631955,תורן על הגג,24/06/2024,01/08/2024,01/07/2025,יש היתר,75.4,7.898,בשבטי ישראל 8 מבנה מגורים קומה 7 במרחק 31 מטר ובכיוון 115 מעלות,דור 3 4 5
7395,פלאפון,330449,תל אביב,בלפור 8,תל אביב יפו,תל אביב יפו,178730,663921,אתר זעיר פנימי,19/12/2024,03/07/2025,01/07/2025,יש היתר,39.0,6.559,במפלס הרצפה,דור 3
4439,סלקום,5341,תל אביב -יפו,רובע לב העיר רח`` בלפור 8 תל אביב,תל אביב -יפו,תל אביב יפו,178624,663858,אתר זעיר פנימי,19/12/2024,07/07/2025,01/07/2025,יש היתר,34.9,6.793,רצפה,דור 4
2241,PHI (משרת את הוט ופרטנר),WE3789C,תל אביב,רוטשילד 28 א,עירית תל אביב,תל אביב יפו,178659,663385,אנטנת עוקץ,27/04/2025,07/07/2025,01/07/2025,יש היתר,54.3,7.47,מבנה מגורים רוטשילד 30 - ק. 6 + מרפסת במרחק 10 מטר,דור  3 4 5
4528,פלאפון,210312,אבו גוש,"לצידי כביש מס` 1 ירושלים- ת""א סמוך למחלף חמד",מטה יהודה,מטה יהודה,212021,634203,תורן קרקעי,02/07/2020,10/07/2025,01/07/2025,יש היתר,.9,0.269,קרקע,דור 3 4 5
3885,סלקום,1573,מעש,"עמוד חח""י 1588B כביש מכבית",דרום השרון,מעש,189776,664014,תורן קרקעי,07/01/2015,10/09/2025,01/07/2025,יש היתר,12.7,1.57,מבנה מגורים,דור 2 3 4
4512,פלאפון,210253,ירושלים,רח`  הביכורים,ירושלים,ירושלים,222029,631549,מתקן גישה אלחוטי,02/04/2024,14/08/2024,01/07/2025,יש היתר,56.6,7.46,במרפסת קומה עליונה מבנה שכן,דור 3 4
4438,סלקום,5335,חוסן,ליד מכון ביוב,מעלה יוסף,מעלה יוסף,227817,767578,תורן קרקעי,17/07/2011,14/11/2021,01/07/2025,יש היתר,.1,0.02,בתוך קיוסק,דור 2 3 4
7882,פלאפון,722198,כרם שלום,ישוב כרם שלום  בסמוך ללולים,אשכול,אשכול,131513,570789,תורן קרקעי,03/08/2020,15/07/2025,01/07/2025,יש היתר,1.5,0.22,על הקרקע,דור 3 4 5
1821,PHI (משרת את הוט ופרטנר),NN0466E,עראבה,דרום מזרח עראבה,מ.מקומית עראבה,משגב,232494,749879,תורן על הגג,14/01/2025,16/07/2025,01/07/2025,יש היתר,21.4,2.42,א-ראס 83 במרחק 73 מטר,דור  3 4 5
8433,סלקום,1317,ירושלים,סנט ג`ורג` 9,ירושלים,ירושלים,221616,632871,אנטנת עוקץ,20/08/2020,16/11/2023,01/07/2025,יש היתר,64.1,7.989,במרפסת קומה מתחת,דור 2 3 4
6789,סלקום,865,ברקת,ליד צומת רנטיס,חבל מודיעין,חבל מודיעין,195060,658593,תורן קרקעי,23/08/2023,17/07/2025,01/07/2025,יש היתר,25.1,3,מסגריה,דור 2 3 4 5
7163,סלקום,899,מכמורת,ליד מגדל המים,עמק חפר,מכמורת,188532,701133,תורן קרקעי,27/02/2019,17/07/2025,01/07/2025,יש היתר,2.9,0.32,גן ילדים,דור 2 3 4
1733,PHI (משרת את הוט ופרטנר),WE3460B,פתח-תקווה,המפעלים 4,עירית פתח תקווה,פתח תקווה,186531,666775,אנטנה משתפלת,13/06/2022,19/09/2022,01/07/2025,יש היתר,48.2,6.11,בשנקר 11 במרחק 58 מטר,דור  2 3 4 5
1921,PHI (משרת את הוט ופרטנר),WE3632A,בצרה,מול מושב בצרה-גבול רח` דפנה א. תעשיה רעננה,מ.א חוף השרון,חוף השרון,188910,678539,תורן קרקעי,21/09/2025,19/09/2023,01/07/2025,יש היתר,22.3,3.22,מבנה משרדים בדפנה 9 במרחק 98 מטר,דור  2 3 4
2183,PHI (משרת את הוט ופרטנר),NN4038C,מסעדה,מסעדה רמת הגולן,מ.מקומית מסעדה,מסעדה,270091,793618,תורן קרקעי,21/03/2016,20/07/2025,01/07/2025,יש היתר,9.1,1.03,במחסן במרחק 21 מטר,דור  2 3 4
2701,PHI (משרת את הוט ופרטנר),NO4455B,קרית אתא,שטח חקלאי פתוח לצד כביש 780,עירית קרית אתא,זבולון,209812,743917,תורן קרקעי,21/05/2025,20/07/2025,01/07/2025,יש היתר,13.4,1.8,ת דלק וחנות נוחות במרחק 119 מטר,דור  2 3 4 5
2367,PHI (משרת את הוט ופרטנר),NN4307B,מגדל תפן,כפר וורדים,מ.מקומית מגדל תפן,מגדל תפן,226405,765016,אנטנה משתפלת,28/11/2018,20/08/2023,01/07/2025,יש היתר,5.5,0.94,רמה זו צפויה בחדר אוכל במרחק 32.1 מטר,דור  2 3 4
1157,PHI (משרת את הוט ופרטנר),WM0888B,עץ אפרים,עץ אפרים רחוב הדקל 16,מ.א שומרון,עץ אפרים,204520,669488,מתקן גישה אלחוטי,21/05/2025,21/07/2025,01/07/2025,יש היתר,52.0,6.07,חדר עליית גג שכן מזרחי* במרחק 6.80 מטר,דור  3 4
2747,PHI (משרת את הוט ופרטנר),TN0091A,הוד השרון,הבנים 14,עירית הוד השרון,הוד השרון,189891,673647,תורן על הגג,20/11/2022,21/09/2023,01/07/2025,יש היתר,43.5,6.11,בההסתדרות 8 במרחק 87 מטר,דור  2 3 4 5
5262,סלקום,6086,ירושלים,שד` מנחם בגין פינת רח` הגיא,ירושלים,ירושלים,218459,631698,אנטנה משתפלת,06/07/2021,21/11/2022,01/07/2025,יש היתר,8.1,1.126,במרכז חינוכי-קומת קרקע,דור 2 3 4
4957,פלאפון,210595,ירושלים,רחוב מיכל 5,ירושלים,ירושלים,221040,633927,מתקן גישה אלחוטי,20/05/2024,24/07/2024,01/07/2025,יש היתר,15.1,2.419,בבניין מגורים רחוב אלעשה 4 קומה 4 במרחק 18 מטר ובכיוון °35.,דור 3 4
4880,סלקום,22593,בת ים,רח` יוספטל 28 בת ים,בת ים,בת ים,175787,658506,מתקן גישה אלחוטי,22/02/2018,26/01/2023,01/07/2025,יש היתר,62.7,6.78,יוספטל 26,דור 3 4
2698,PHI (משרת את הוט ופרטנר),NO4378K,עראבה,שכ` אלמרוש ליד תחנת דלק סונול,מ.מקומית עראבה,עראבה,231832,751128,תורן על הגג,30/04/2023,26/09/2023,01/07/2025,יש היתר,87.1,9.53,בתי מגורים A B במרחק 20 מטר,דור  3 4 5
6784,סלקום,854,גבעתיים,בזק דרך הגבורה 45,גבעתיים,גבעתיים,181913,663771,אנטנת עוקץ,28/02/2021,27/08/2023,01/07/2025,יש היתר,41.2,5.576,במבנה מגורים רח` יצחק רבין 49,דור 2 3 4
4445,סלקום,5359,כרמיאל,"מטע זיתים שד` קק""ל 400",כרמיאל,כרמיאל,226870,758557,תורן קרקעי,19/10/2014,27/08/2025,01/07/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
2415,PHI (משרת את הוט ופרטנר),WE6132C,ראש העין,סקייט פארק,עירית ראש העין,ראש העין,197257,666542,תורן קרקעי,12/11/2023,29/08/2024,01/07/2025,יש היתר,19.4,2.42,העלייה 2-4 במרחק 109 מטר,דור  3 4 5
479,PHI (משרת את הוט ופרטנר),WE0863B,כפר סבא,"ויצמן כ""ס",עירית כפר סבא,כפר סבא,190653,676007,תורן על הגג,03/12/2020,29/11/2021,01/07/2025,יש היתר,53.7,7.77,צפויה בוייצמן 31-29 במרחק 45 מטר,דור  3 4
6436,סלקום,2741,נווה דניאל,סמוך לכביש חברון-ירושלים אל ח`דר,גוש עציון,גוש עציון,215017,622788,אנטנת עוקץ,10/11/2021,30/04/2023,01/07/2025,יש היתר,35.0,7.23,בתוך מבנה בבניה,דור 3 4
7516,פלאפון,914095,ערערה,דרומית לערערה,ערערה,מנשה,207582,710842,תורן קרקעי,27/05/2020,11/11/2020,01/09/2025,יש היתר,.6,0.18,תחנת הסעה,דור 3 4 5
4107,פלאפון,350255,פתח תקווה,שטמפפר 125,פתח תקווה,פתח תקווה,190212,667112,מתקן גישה אלחוטי,21/02/2022,07/06/2022,01/09/2025,יש היתר,24.2,3.18,"גג מבנה מגורים ברחוב ביל""ו 43",דור 3 4
4227,פלאפון,811708,ראשון לציון,גבעתי 14,ראשון לציון,ראשון לציון,182800,652565,מתקן גישה אלחוטי,06/01/2015,08/02/2022,01/09/2025,יש היתר,51.9,7.415,בתוך בית במרחק 5 מטר ובכיוון °270.,דור 3 4
7108,פלאפון,910152,איבים,מושב בת שלמה,חוף הכרמל,חוף הכרמל,201428,723198,תורן קרקעי,31/08/2025,02/05/2023,01/09/2025,יש היתר,1.0,0.22,שטח פתוח,דור 3 4
5807,פלאפון,410372,קרית ביאליק,קריון קרית ביאליק,קרית ביאליק,קרית ביאליק,209003,749939,תורן על הגג,21/04/2025,12/02/2023,01/09/2025,יש היתר,4.5,0.986,בקומה מתחת במרחק 9 מטר ובכיוון °40.,דור 3 4
7657,סלקום,4207,רחובות,הרצל 203,רחובות,רחובות,182027,645444,מתקן גישה אלחוטי,31/01/2022,01/02/2024,01/09/2025,יש היתר,39.1,4.55,"מתחת לפיר דירת בע""ן",דור 2 3 4
6903,סלקום,7893,פתח תקווה,רח` בר כוכבא 27,פתח תקווה,פתח תקווה,189320,666653,אנטנת עוקץ,28/08/2024,04/11/2024,01/09/2025,יש היתר,62.4,7.764,במבנה רחוב פרומקין 12,דור 3 4
4704,סלקום,272,חולון,רח` פרופסור שור  57 חולון,חולון,חולון,180718,658815,אנטנת עוקץ,29/02/2024,04/11/2024,01/09/2025,יש היתר,47.1,5.692,במבנה רחוב פר` שור 38,דור 2 3 4 5
7832,פלאפון,550591,פתח תקווה,אורלוב 34,פתח תקווה,פתח תקווה,188969,666710,מתקן גישה אלחוטי,11/12/2023,07/02/2024,01/09/2025,יש היתר,49.6,6.17,אורלוב 30 קומה עליונה,דור 3 4
4599,פלאפון,630936,לוטם,בקיבוץ לוטם,משגב,משגב,233699,753745,אנטנת עוקץ,28/09/2023,08/01/2024,01/09/2025,יש היתר,3.5,0.86,בתוך הפיר במרחק 2 מטר ובכיוון °50.,דור 3 4
7086,פלאפון,711730,עומר,"עומר שתים וחצי ק""מ בכניסה ראשית לישוב עומר",עומר,עומר,186691,577038,תורן קרקעי,01/06/2020,08/09/2025,01/09/2025,יש היתר,3.2,0.711,במבנה בשטח  - קרקע במרחק 34 מטר ובכיוון °250.,דור 3 4
2050,PHI (משרת את הוט ופרטנר),SO5595B,באר שבע,מחלף שרה,עירית באר שבע,חסר מעמד,183869,570643,תורן קרקעי,23/09/2020,08/09/2025,01/09/2025,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  3 4
6279,פלאפון,711015,באר שבע,רח עמל בא.ת הסמוך לצומת חטיבת הנגב,באר שבע,באר שבע,183114,573256,אנטנת עוקץ,21/01/2021,09/09/2025,01/09/2025,יש היתר,51.6,7.998,ברח` בן עמי 6 - מבנה מוסך - ק.עליונה במרחק 60 מטר ובכיוון °260,דור 3 4
6230,פלאפון,420163,חיפה,שד` בן גוריון 13,חיפה,חיפה,199558,747458,אנטנה משתפלת,25/03/2021,09/09/2025,01/09/2025,יש היתר,56.7,7.986,ברח` שד` המגינים 90  בניין מגורים  6 קומות - קומה 5 במרחק 30 מטר ובכיוון °210.,דור 3 4 5
825,PHI (משרת את הוט ופרטנר),SO1907A,נבטים,נבטים כביש באר שבע דימונה,מ.א בני שמעון,בני שמעון,188883,569105,תורן קרקעי,27/07/2020,11/09/2025,01/09/2025,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4 5
7396,פלאפון,330451,תל אביב,רח` הירקון  מלון דן,תל אביב יפו,תל אביב יפו,178218,665226,אנטנת עוקץ,02/01/2023,13/02/2023,01/09/2025,יש היתר,51.4,7.764,מרפסת גג במרחק 40 מטר ובכיוון 220,דור 3 4 5
5800,פלאפון,410334,קרית ביאליק,שד` חן 9,קרית ביאליק,קרית ביאליק,209447,751817,תורן על הגג,21/02/2022,13/02/2023,01/09/2025,יש היתר,54.4,7.694,"מולר הנס 6 סופר ""אושר עד""",דור 3 4
5791,פלאפון,410166,חיפה,שד` ההסתדרות 187,חיפה,חיפה,205761,745795,תורן על הגג,08/07/2021,13/03/2022,01/09/2025,יש היתר,40.4,6.338,ברח` ההסתדרות 166 - אלדן - קומה 1 במרחק 67 מטר ובכיוון °145.,דור 3 4
6565,פלאפון,314134,תל אביב,מגדל פיקוח בשדה דב לשעבר,תל אביב יפו,תל אביב יפו,179468,668429,אנטנת עוקץ,07/12/2022,14/03/2023,01/09/2025,יש היתר,30.0,7.825,קומה מתחת לגג עליון,דור 3 4 5
5849,פלאפון,650811,עפולה,בתוך מתקן סניקה,עפולה,עמק יזרעאל,225655,724952,תורן קרקעי,28/07/2020,15/10/2025,01/09/2025,יש היתר,2.3,0.381,במבנה  קרקע במרחק 20 מטר ובכיוון °220.,דור 3 4 5
3700,פלאפון,620501,גליל תחתון,צומת פוריה (במיקום של תורן פרטנר בצומת),גליל תחתון,הגליל התחתון,246627,743127,תורן קרקעי,29/06/2020,15/10/2025,01/09/2025,יש היתר,.6,0.18,מבנה חד קומתי,דור 3 4 5
7359,פלאפון,330209,תל אביב,שדרות ירושלים,תל אביב יפו,תל אביב יפו,177450,662294,תורן על הגג,20/03/2025,16/05/2022,01/09/2025,יש היתר,30.2,7.195,בשארית ישראל 3 - המוסד לביטוח לאומי -חדר על הגג במרחק 26 מטר ובכיוון °90.,דור 3 4
1502,PHI (משרת את הוט ופרטנר),SO5246A,באר שבע,"מתנ""ס לוין ברובע ד`",עירית באר שבע,באר שבע,180142,574888,תורן על הגג,19/08/2020,17/09/2025,01/09/2025,יש היתר,52.8,6.99,במרכז חינוכי - קומה 1 במרחק 50 מטר,דור  2 3 4 5
1544,PHI (משרת את הוט ופרטנר),WE3306A,ראשון לציון,משה דיין,עירית ראשון לציון,ראשון לציון,179835,654053,תורן על הגג,08/09/2025,20/11/2024,01/09/2025,יש היתר,20.8,2.57,מבצע משה 50 במרחק 97 מטר,דור  2 3 4
5788,פלאפון,410148,קריות,דרך עכו 63,קרית מוצקין,קרית מוצקין,207779,748153,תורן על הגג,27/01/2022,22/02/2022,01/09/2025,יש היתר,54.5,7.998,במבנה 6 קומות - רחוב כצנלסון 15 -קומה 5 + מרפסת במרחק 51 מטר ובכיוון °290.,דור 3 4
8199,פלאפון,330857,תל אביב,"תש""ח 2  תל אביב",תל אביב יפו,תל אביב יפו,180054,665789,תורן על הגג,13/11/2023,24/01/2024,01/09/2025,יש היתר,54.4,7.766,"ברחוב תש""ח 1 - מבנה משרדים - קומה 8 במרחק 61 מטר ובכיוון °290.",דור 3 4 5
7861,פלאפון,560641,תל אביב,גרינבוים,תל אביב יפו,תל אביב יפו,178040,660917,מתקן גישה אלחוטי,16/01/2025,24/01/2024,01/09/2025,יש היתר,37.6,5.02,בתוך קומה עליונה,דור 3 4
5819,פלאפון,410447,קרית ביאליק,עליה  3,קרית ביאליק,קרית ביאליק,209305,751219,אנטנת עוקץ,16/11/2023,24/12/2023,01/09/2025,יש היתר,65.3,7.973,בבניין מגורים רחוב לוחמי הגיטאות 4 קומת קרקע במרחק 55 מטר ובכיוון °40.,דור 3 4 5
5472,פלאפון,650475,נצרת,מטה צפוני,נצרת,נצרת,228776,735114,תורן קרקעי,19/01/2015,28/11/2024,01/09/2025,יש היתר,1.1,0.244,בעמדת שמירה,דור 3 4
6588,פלאפון,320447,תל אביב,בצומת כפר הירוק,רמת השרון,רמת השרון,184150,670734,תורן קרקעי,03/04/2022,29/05/2022,01/09/2025,יש היתר,17.0,2.71,"גג מבנה חח""י",דור 3 4 5
